in1,in4,in7,out1,out2,out3,out4,out5,ex_attr_1,ex_attr_2,ex_attr_3,ex_attr_4,ex_attr_5
-628.6692190164144,-623.925892416458,-621.2520893725142,,,,,,-431.6059239731873,-545.0700930444663,-551.657675293983,-649.1273773733101,-634.0061298921263
-628.6037108418378,-623.8991543860186,-621.2253513420748,,,,,,-431.8398817395324,-544.8227662629015,-551.8247879842294,-649.1300511763541,-633.9883045385
-628.4673468865967,-623.9125234012383,-621.2253513420748,,,,,,-431.6393465112367,-545.0567240292465,-551.8882908065232,-649.1281200963779,-633.9838482000933
-628.7908770549138,-623.9125234012383,-621.2253513420748,,,,,,-430.60324783170836,-545.0099324759775,-551.9083443293526,-649.1299026317405,-633.9972172153131
-629.0034443969074,-623.9392614316778,-621.2387203572945,,,,,,-431.2048535165958,-544.7626056944127,-551.5975147254942,-649.1334677024656,-634.0061298921263
-629.1344607460607,-623.9125234012383,-621.2520893725142,,,,,,-430.8372055980535,-545.036670506417,-551.5540654260301,-649.130348265581,-633.9927608769066
-629.1571880719341,-623.9125234012383,-621.211982326855,,,,,,-431.07116336439856,-545.0634085368564,-551.7479161467161,-649.1273773733101,-633.979391861687
-629.2628032921699,-623.9125234012383,-621.2253513420748,,,,,,-431.8733042775817,-544.9698254303183,-551.4805358423216,-649.1299026317406,-633.9883045385
-629.1585249734561,-623.9526304468975,-621.2921964181734,,,,,,-431.2382760546451,-544.943087399879,-551.6242527559336,-649.1293084532861,-634.0061298921263
-629.0341931319127,-623.925892416458,-621.2654583877339,,,,,,-431.2382760546451,-544.9430873998789,-551.6476485325682,-649.1276744625371,-634.0061298921263
-628.9111981918913,-623.9125234012383,-621.2387203572945,,,,,,-431.33854366879297,-545.036670506417,-551.9785316592562,-649.1309424440353,-633.9927608769066
-628.7387378955569,-623.925892416458,-621.2387203572945,,,,,,-430.90405067415213,-544.9430873998789,-551.6877555782273,-649.1293084532862,-633.9927608769066
-628.6224274631454,-623.9392614316778,-621.2520893725142,,,,,,-430.9374732122014,-544.9230338770493,-551.6142259945188,-649.121435588768,-634.0105862305328
-628.3390043404873,-623.9526304468975,-621.2788274029537,,,,,,-431.03774082634925,-544.6823916030944,-551.6309372635435,-649.1233666687442,-634.019498907346
-627.9005006412806,-623.8857853707989,-621.2520893725142,,,,,,-430.43613514146193,-544.702445125924,-551.4838780961265,-649.134358970147,-633.9927608769066
-627.8978268382366,-623.9125234012383,-621.2253513420748,,,,,,-431.4053887448915,-544.9564564150986,-551.7078091010569,-649.1325764347844,-633.9883045385
-627.7748318982152,-623.8991543860186,-621.2253513420748,,,,,,-431.27169859269435,-545.5179550543269,-551.8849485527181,-649.137329862418,-633.9838482000933
-627.3403389035743,-623.925892416458,-621.2253513420748,,,,,,-431.30512113074366,-545.0700930444663,-551.9217133445724,-649.1306453548082,-634.0016735537197
-627.1210870539709,-623.9125234012383,-621.2387203572945,,,,,,-431.2048535165958,-545.0233014911972,-551.6743865630076,-649.1312395332625,-633.9972172153131
-626.8938137952357,-623.9125234012383,-621.2387203572945,,,,,,-431.1380084404972,-544.9230338770493,-551.7211781162765,-649.1334677024656,-634.0061298921263
-626.5515670056109,-623.9392614316778,-621.2654583877339,,,,,,-431.50565635903945,-544.8628733085606,-551.5072738727611,-649.1282686409915,-633.9883045385
-626.3389996636174,-623.8857853707989,-621.2387203572945,,,,,,-431.4388112829409,-545.4243719477888,-551.8548682684738,-649.1309424440353,-634.0016735537197
-625.9700148435531,-623.8991543860186,-621.2387203572945,,,,,,-430.87062813610277,-545.2973663032014,-551.7378893853012,-649.1318337117167,-633.9838482000933
-625.6197466447965,-623.8991543860186,-621.2253513420748,,,,,,-430.97089575025063,-545.1904141814437,-551.8013922075949,-649.1278230071507,-633.9838482000933
-625.213328582117,-623.925892416458,-621.2387203572945,,,,,,-431.50565635903945,-545.036670506417,-551.7646274157407,-649.1301997209675,-633.9883045385001
-625.16787393037,-623.9125234012383,-621.2387203572945,,,,,,-431.3719662068423,-545.1102000901254,-552.0119541973054,-649.1370327731909,-633.9883045385001
-625.0274992705629,-623.9125234012383,-621.2520893725142,,,,,,-432.10726204392677,-544.9898789531479,-551.7679696695457,-649.1307938994217,-634.0105862305328
-624.9646648990303,-623.8857853707989,-621.1986133116353,,,,,,-431.70619158733524,-544.889611339,-551.4939048575413,-649.1325764347844,-633.9972172153131
-624.8496913681406,-623.925892416458,-621.2654583877339,,,,,,-431.47223382099014,-544.8896113390001,-551.7546006543258,-649.1293084532861,-633.9927608769066
-624.9258947548931,-623.925892416458,-621.2654583877339,,,,,,-431.0377408263493,-544.8628733085606,-551.5874879640794,-649.1304968101945,-634.0105862305328
-625.2066440745072,-623.9125234012383,-621.2387203572945,,,,,,-431.6059239731873,-545.317419826031,-551.9985851820858,-649.1279715517643,-634.0016735537197
-625.2988902795232,-623.9125234012383,-621.2520893725142,,,,,,-430.9708957502507,-545.6182226684748,-552.0253232125252,-649.1307938994216,-633.9927608769066
-624.8924722168438,-623.8991543860186,-621.2387203572945,,,,,,-430.9374732122013,-544.7759747096325,-551.2031287765125,-649.1336162470793,-633.9749355232802
-624.5889955713561,-623.925892416458,-621.2654583877339,,,,,,-431.53907889708876,-544.7091296335338,-551.6342795173484,-649.1284171856049,-634.0105862305328
-624.2053048345501,-623.9125234012383,-621.2253513420748,,,,,,-431.30512113074366,-544.8294507705114,-551.6376217711534,-649.1367356839638,-633.9883045385001
-623.6357847861901,-623.9392614316778,-622.5622528640467,,,,,,-431.1714309785464,-544.936402892269,-551.6108837407139,-649.1250006594933,-634.0016735537197
-623.4299019518064,-623.8991543860186,-621.211982326855,,,,,,-431.50565635903945,-544.9297183846593,-551.6643598015928,-649.1264861056287,-633.9660228464672
-623.4713458989876,-623.8857853707989,-621.1585062659761,,,,,,-430.8706281361028,-544.7224986487536,-551.3902949895885,-649.1367356839639,-633.9704791848739
-623.6277633770583,-623.9125234012383,-621.9205401335001,,,,,,-431.6393465112366,-545.0634085368564,-551.5941724716893,-649.1303482655811,-633.9838482000936
-624.0649301747432,-623.9125234012383,-621.2253513420748,,,,,,-431.4053887448915,-545.2639437651521,-551.8281302380344,-649.1352502378284,-633.9838482000936
-624.6077121926637,-623.925892416458,-621.4927316464691,,,,,,-431.4053887448916,-544.7224986487536,-551.9016598217428,-649.1306453548082,-633.9883045385
-624.5689420485265,-623.925892416458,-621.5194696769086,,,,,,-431.57250143513807,-544.8495042933409,-551.4939048575413,-649.1272288286964,-634.0105862305328
-624.4098507674119,-623.925892416458,-621.5328386921283,,,,,,-431.57250143513807,-544.9430873998789,-551.7078091010569,-649.1245550256525,-634.0150425689394
-624.4405995024173,-623.8991543860186,-621.8938021030607,,,,,,-431.97357189172965,-545.036670506417,-551.5139583803709,-649.12277249029,-633.9883045385
-624.8456806635746,-623.925892416458,-622.0408612704776,,,,,,-430.7369379839056,-544.3548507302113,-551.3602147053441,-649.1232181241306,-634.0061298921263
-625.2494249232102,-623.925892416458,-622.0274922552579,,,,,,-431.10458590244787,-545.3374733488606,-551.6677020553977,-649.1333191578522,-633.9793918616868
-625.4125269088908,-623.925892416458,-622.0408612704776,,,,,,-431.2716985926943,-544.9965634607578,-551.557407679835,-649.1285657302185,-633.9972172153131
-625.4606553636818,-623.9392614316778,-622.0542302856974,,,,,,-430.8037830600042,-545.3107353184212,-551.7445738929111,-649.1337647916928,-633.9838482000936
-625.500762409341,-623.925892416458,-621.7734809660832,,,,,,-431.10458590244787,-544.796028232462,-551.4771935885167,-649.1391123977807,-633.979391861687
-625.690602425461,-623.8991543860186,-621.7467429356437,,,,,,-431.00431828829994,-544.6890761107043,-551.5640921874449,-649.128714274832,-633.9749355232802
-625.9820469572509,-623.925892416458,-621.5061006616888,,,,,,-431.2382760546451,-544.8695578161705,-551.4504555580772,-649.1281200963778,-633.9838482000936
-626.1438120414094,-623.8991543860186,-621.2387203572945,,,,,,-430.90405067415213,-545.1168845977353,-551.7746541771555,-649.1281200963779,-633.9660228464672
-625.9593196313773,-623.8991543860186,-621.2654583877339,,,,,,-430.8037830600042,-544.9898789531479,-551.7078091010568,-649.1312395332625,-633.979391861687
-625.6010300234889,-623.8991543860186,-620.8242808854832,,,,,,-430.9374732122013,-544.9831944455381,-551.5440386646153,-649.1293084532863,-633.9793918616868
-625.5809765006593,-623.8991543860186,-620.8376499007029,,,,,,-431.70619158733524,-545.2037831966634,-551.7846809385702,-649.1281200963778,-633.9838482000936
-625.594345515879,-623.9125234012383,-620.8242808854832,,,,,,-431.1380084404972,-545.1369381205648,-551.8147612228146,-649.133022068625,-633.9838482000936
-625.6785703117632,-623.9125234012383,-620.8510189159226,,,,,,-431.1714309785465,-544.5754394813366,-551.6175682483238,-649.1279715517643,-633.9972172153131
-625.8964852598447,-623.8991543860186,-621.1986133116353,,,,,,-431.30512113074366,-544.9297183846593,-551.7846809385702,-649.1273773733101,-633.9704791848736
-626.162528662717,-623.8857853707989,-621.4927316464691,,,,,,-432.0069944297789,-545.2438902423225,-551.9484513750117,-649.1285657302184,-633.9704791848739
-626.3470210727492,-623.8857853707989,-621.2387203572945,,,,,,-430.9040506741521,-544.9230338770493,-551.6309372635435,-649.1299026317405,-633.979391861687
-626.7173427943354,-623.925892416458,-621.211982326855,,,,,,-430.77036052195496,-545.0567240292465,-551.7445738929111,-649.1361415055096,-633.9704791848739
-627.0127980306912,-623.9392614316778,-620.597007626748,,,,,,-431.0711633643986,-544.7626056944127,-551.7512584005209,-649.1310909886489,-634.0016735537197
-627.1103918417951,-623.9526304468975,-620.597007626748,,,,,,-431.07116336439856,-544.702445125924,-551.5640921874448,-649.1288628194457,-633.9972172153131
-627.3978256690191,-623.8857853707989,-620.5301625506494,,,,,,-432.0738395058775,-545.0567240292464,-551.8548682684738,-649.1325764347844,-633.9615665080605
-627.7146713297265,-623.9125234012383,-620.5836386115282,,,,,,-431.6393465112366,-544.702445125924,-551.5741189488597,-649.1324278901709,-633.9927608769066
-627.9392707854178,-623.8857853707989,-620.5702695963085,,,,,,-431.4053887448915,-544.8093972476818,-551.6376217711534,-649.1307938994219,-633.9704791848739
-628.0983620665324,-623.8991543860186,-620.5702695963085,,,,,,-429.86795199462387,-545.0166169835874,-551.7579429081309,-649.1334677024656,-633.9749355232804
-628.0956882634885,-623.925892416458,-621.2253513420748,,,,,,-432.0738395058775,-544.7826592172423,-551.5373541570054,-649.1258919271745,-633.9838482000933
-628.4245660378936,-623.925892416458,-621.2788274029537,,,,,,-431.50565635903945,-544.8361352781212,-551.4905626037364,-649.1334677024656,-633.9883045385001
-628.8162781838313,-623.8991543860186,-621.2654583877339,,,,,,-431.43881128294083,-544.6088620193859,-551.6910978320323,-649.1318337117167,-634.0016735537197
-629.0729632760499,-623.8991543860186,-621.2387203572945,,,,,,-431.50565635903945,-545.2505747499324,-551.8916330603279,-649.1294569978999,-633.9883045385
-629.3202900576148,-623.9125234012383,-621.2253513420748,,,,,,-431.30512113074366,-544.6890761107043,-551.7846809385702,-649.1319822563303,-634.0016735537197
-629.6037131802728,-623.9392614316778,-621.2520893725142,,,,,,-431.3719662068423,-545.1102000901253,-551.7980499537899,-649.1296055425132,-633.979391861687
-629.8884732044528,-623.8991543860186,-621.2253513420748,,,,,,-431.27169859269435,-545.0700930444663,-551.701124593447,-649.1319822563302,-633.9749355232804
-630.30692338083,-623.8991543860186,-621.2387203572945,,,,,,-431.70619158733524,-544.9765099379282,-551.6209105021287,-649.1232181241306,-634.0016735537197
-630.7146783450314,-623.9125234012383,-621.2387203572945,,,,,,-431.6393465112366,-544.6356000498254,-551.4671668271019,-649.1303482655811,-633.979391861687
-630.9379408992007,-623.9125234012383,-621.2253513420748,,,,,,-432.0069944297789,-544.9564564150986,-551.8682372836935,-649.1309424440353,-633.9838482000933
-631.3309899466606,-623.925892416458,-621.2788274029537,,,,,,-431.80645920148316,-544.8027127400719,-551.6309372635435,-649.1248521148796,-633.9927608769067
-631.5863381373571,-623.9125234012383,-621.2387203572945,,,,,,-431.47223382099014,-544.8428197857311,-551.5406964108104,-649.1267831948559,-633.9838482000936
-631.9553229574213,-623.9125234012383,-621.1986133116353,,,,,,-431.8733042775817,-545.0299859988071,-551.7111513548618,-649.127080284083,-633.9749355232804
-632.3189601713977,-623.8991543860186,-621.2387203572945,,,,,,-430.7035154458563,-544.7358676639733,-551.3568724515392,-649.1242579364255,-633.9972172153131
-632.3697624292327,-623.8857853707989,-621.211982326855,,,,,,-431.53907889708876,-545.0500395216367,-551.8548682684738,-649.1331706132387,-633.9704791848739
-632.879121909104,-623.8991543860186,-621.211982326855,,,,,,-431.33854366879297,-545.123569105345,-551.7546006543259,-649.1348046039876,-633.979391861687
-633.1237748876249,-623.925892416458,-621.2520893725142,,,,,,-431.70619158733524,-545.3708958869099,-551.7546006543259,-649.1276744625371,-633.9838482000933
-633.4713692833376,-623.8724163555792,-621.211982326855,,,,,,-431.1714309785465,-544.6757070954845,-551.5808034564694,-649.1362900501232,-633.9660228464672
-633.4219039270246,-623.9526304468975,-621.2387203572945,,,,,,-431.2382760546451,-545.5848001304255,-552.1991204103815,-649.1285657302185,-634.0150425689394
-633.7039901481606,-623.925892416458,-621.2520893725142,,,,,,-431.6393465112366,-545.511270546717,-551.5640921874449,-649.128120096378,-633.9972172153131
-633.8042577623086,-623.925892416458,-621.2387203572945,,,,,,-432.2743747341733,-544.8896113390001,-551.747916146716,-649.1281200963779,-633.9972172153131
-633.9379479145057,-623.925892416458,-621.2387203572945,,,,,,-431.87330427758167,-545.0166169835874,-551.7679696695456,-649.1238123025848,-633.9927608769066
-634.0970391956204,-623.9125234012383,-621.2520893725142,,,,,,-431.77303666343386,-545.3307888412508,-551.9885584206709,-649.1288628194457,-634.0105862305328
-634.1077344077962,-623.8991543860186,-620.5569005810888,,,,,,-430.8372055980535,-544.9163493694396,-551.7579429081308,-649.1342104255334,-634.0061298921263
-634.1358093397577,-623.9125234012383,-620.5569005810888,,,,,,-431.1714309785465,-545.2773127803719,-551.8013922075949,-649.1260404717881,-634.0016735537197
-634.6010510694038,-623.9125234012383,-620.5702695963085,,,,,,-431.77303666343386,-545.1703606586142,-551.8949753141328,-649.1227724902899,-633.9883045385
-634.6812651607221,-623.9526304468975,-620.597007626748,,,,,,-430.3024449892647,-544.8227662629015,-551.4671668271019,-649.1258919271745,-634.0105862305328
-634.5141524704757,-623.8724163555792,-620.5569005810888,,,,,,-430.90405067415213,-544.8695578161704,-551.6777288168125,-649.1307938994219,-633.9883045385
-634.4232431669815,-623.8857853707989,-620.5435315658691,,,,,,-431.1380084404972,-545.0567240292465,-551.7078091010569,-649.133022068625,-633.9660228464672
-634.2628149843449,-623.8857853707989,-620.5569005810888,,,,,,-431.0377408263493,-544.8695578161705,-551.7412316391061,-649.1297540871269,-633.9838482000933
-634.2200341356419,-623.9526304468975,-620.5702695963085,,,,,,-432.1072620439268,-545.0500395216367,-551.6309372635435,-649.1269317394693,-633.9972172153131
-634.5769868420083,-623.9125234012383,-620.5569005810888,,,,,,-431.94014935368034,-545.7118057750129,-552.0219809587202,-649.1257433825609,-633.979391861687
-635.2374161938625,-623.9392614316778,-620.597007626748,,,,,,-431.3385436687929,-544.7091296335338,-551.701124593447,-649.1264861056287,-633.9972172153131
-635.7681660980853,-623.9125234012383,-620.5569005810888,,,,,,-431.97357189172965,-545.0099324759775,-551.4537978118822,-649.1342104255334,-633.9660228464672
-635.8924979396287,-623.9125234012383,-620.5569005810888,,,,,,-431.8398817395324,-544.9029803542197,-551.6309372635435,-649.1304968101946,-633.9749355232804
-635.9005193487606,-623.9392614316778,-620.5836386115282,,,,,,-430.8372055980534,-544.5487014508972,-551.7378893853012,-649.1248521148796,-633.9927608769066
-635.3216409897467,-623.8991543860186,-620.597007626748,,,,,,-431.8064592014831,-545.2438902423225,-551.5239851417857,-649.1303482655811,-633.9660228464672
-634.9446347605506,-623.9125234012383,-620.5702695963085,,,,,,-431.50565635903945,-544.7559211868029,-551.363556959149,-649.1318337117167,-633.9749355232804
-634.7507840398647,-623.9526304468975,-620.6103766419677,,,,,,-430.97089575025075,-545.2305212271029,-551.6409640249583,-649.128714274832,-634.0016735537197
-634.2748470980426,-623.925892416458,-620.5569005810888,,,,,,-430.5029802175605,-545.1569916433943,-551.8548682684738,-649.1285657302185,-634.0016735537197
-633.7735090273032,-623.8857853707989,-620.5301625506494,,,,,,-431.4053887448915,-545.1636761510042,-551.8582105222787,-649.1285657302184,-633.979391861687
-633.1959675698114,-623.925892416458,-620.5836386115282,,,,,,-430.87062813610277,-544.8027127400719,-551.5039316189561,-649.1258919271745,-634.0150425689394
-632.6331320290611,-623.9392614316778,-620.5836386115282,,,,,,-431.23827605464504,-544.655653572655,-551.5774612026646,-649.1209899549273,-634.0284115841591
-632.4366075053313,-623.9125234012383,-620.5435315658691,,,,,,-430.9708957502507,-545.2639437651521,-552.0687725119892,-649.1336162470793,-633.979391861687
-632.3189601713977,-623.8991543860186,-620.5702695963085,,,,,,-431.4053887448915,-544.9564564150986,-551.8615527760836,-649.131388077876,-633.9927608769066
-632.2467674892113,-623.8991543860186,-620.5836386115282,,,,,,-430.9708957502507,-544.9898789531479,-551.5908302178843,-649.1300511763541,-633.9883045385001
-631.7534508276036,-623.9392614316778,-620.597007626748,,,,,,-430.6032478317084,-544.9898789531479,-551.6209105021287,-649.1288628194457,-634.0150425689394
-631.1398130290186,-623.925892416458,-620.597007626748,,,,,,-431.1045859024479,-544.9965634607579,-551.6409640249583,-649.1285657302184,-634.0061298921263
-630.4178862071537,-623.9125234012383,-620.5435315658691,,,,,,-431.0043182883,-544.8428197857311,-551.6409640249583,-649.1342104255334,-633.9615665080605
-629.785531787261,-623.8857853707989,-620.5569005810888,,,,,,-431.4053887448916,-544.9096648618297,-551.6810710706175,-649.1324278901708,-633.9883045385
-629.4713599295976,-623.925892416458,-620.5702695963085,,,,,,-431.1380084404972,-545.1035155825156,-551.9517936288167,-649.1242579364255,-633.9793918616868
-629.1518404658462,-623.9392614316778,-620.6103766419677,,,,,,-431.70619158733524,-545.0700930444663,-551.8481837608639,-649.1278230071507,-633.9927608769066
-628.3857958937564,-623.8991543860186,-620.5301625506494,,,,,,-431.1714309785465,-544.8428197857311,-551.6910978320323,-649.1299026317405,-633.979391861687
-627.975367126511,-623.8857853707989,-620.5702695963085,,,,,,-431.94014935368034,-545.5446930847663,-551.985216166866,-649.1336162470793,-633.9883045385001
-628.0181479752141,-623.9125234012383,-620.5569005810888,,,,,,-431.90672681563103,-544.9631409227086,-551.794707699985,-649.1322793455572,-633.9615665080606
-628.0328538919558,-623.925892416458,-620.5702695963085,,,,,,-431.0377408263493,-545.036670506417,-551.7378893853013,-649.1306453548082,-633.9927608769066
-628.2360629232954,-623.8857853707989,-620.5569005810888,,,,,,-431.43881128294083,-545.1503071357846,-551.7612851619358,-649.1400036654621,-633.9883045385
-627.9058482473685,-623.925892416458,-620.597007626748,,,,,,-431.6393465112366,-544.9631409227085,-551.7278626238865,-649.1284171856047,-634.0061298921263
-627.6545107612377,-623.8991543860186,-621.880433087841,,,,,,-431.63934651123657,-544.8361352781212,-551.7044668472519,-649.1294569978999,-633.9660228464671
-627.7387355571219,-623.8991543860186,-621.9205401335001,,,,,,-430.87062813610277,-544.8160817552916,-551.5707766950547,-649.1291599086728,-633.9704791848736
-627.6304465338422,-623.8991543860186,-622.5756218792664,,,,,,-431.6059239731873,-545.2104677042732,-552.0086119435006,-649.1306453548082,-633.9838482000936
-627.5756335714414,-623.9125234012383,-622.1611824074552,,,,,,-431.50565635903945,-545.0032479683676,-551.8548682684738,-649.1239608471983,-633.9883045385001
-627.6598583673256,-623.925892416458,-621.9071711182804,,,,,,-431.8733042775817,-545.1302536129549,-551.7144936086667,-649.1303482655811,-634.0016735537197
-627.7895378149569,-623.8857853707989,-621.8938021030607,,,,,,-431.4722338209902,-545.1436226281746,-551.8749217913033,-649.1272288286965,-633.9927608769066
-627.6571845642817,-623.9125234012383,-621.9205401335001,,,,,,-431.8398817395324,-544.796028232462,-551.5206428879808,-649.1291599086728,-633.9972172153131
-627.687933299287,-623.9125234012383,-621.8938021030607,,,,,,-431.70619158733524,-544.6155465269958,-551.4170330200279,-649.1263375610152,-634.0016735537197
-627.5382003288262,-623.8590473403594,-621.8938021030607,,,,,,-431.50565635903945,-544.8896113390001,-551.6777288168125,-649.1318337117167,-633.9838482000936
-627.4860611694693,-623.9125234012383,-621.9071711182804,,,,,,-431.50565635903945,-544.8896113390001,-551.5139583803709,-649.1270802840829,-634.0105862305328
-627.451301729898,-623.9392614316778,-621.9205401335001,,,,,,-431.9735718917296,-544.7692902020226,-551.5239851417857,-649.1290113640592,-634.0016735537197
-627.5261682151285,-623.9392614316778,-621.9205401335001,,,,,,-431.50565635903945,-545.0767775520761,-551.5975147254942,-649.1257433825609,-634.0105862305328
-627.3670769340138,-623.925892416458,-621.7467429356437,,,,,,-431.57250143513807,-545.0567240292465,-551.7445738929111,-649.1260404717882,-633.9972172153131
-627.2106594559431,-623.9125234012383,-621.786849981303,,,,,,-431.57250143513807,-544.9297183846593,-551.6777288168125,-649.124109391812,-633.9972172153131
-627.1331191676687,-623.9526304468975,-621.8002189965227,,,,,,-431.8398817395324,-544.9965634607578,-551.5039316189561,-649.1290113640592,-634.0061298921263
-627.0475574702624,-623.9125234012383,-621.6397908138861,,,,,,-431.1714309785465,-544.9831944455381,-551.7546006543259,-649.1316851671031,-633.9927608769066
-627.0101242276473,-623.8991543860186,-621.5996837682269,,,,,,-431.3719662068422,-545.1436226281746,-551.8381569994492,-649.1233666687442,-633.9883045385001
-627.2962211533493,-623.9392614316778,-621.6531598291058,,,,,,-431.4053887448916,-545.2104677042732,-551.841499253254,-649.1269317394695,-634.0016735537197
-627.7427462616878,-623.9125234012383,-621.6531598291058,,,,,,-432.0069944297789,-545.036670506417,-551.6209105021287,-649.1294569978999,-633.9838482000933
-628.0890037558786,-623.8857853707989,-621.6130527834466,,,,,,-430.90405067415213,-544.9096648618297,-551.8481837608639,-649.1319822563302,-633.9660228464672
-628.0595919223952,-623.925892416458,-621.4927316464691,,,,,,-431.0043182883,-545.2104677042732,-551.8682372836935,-649.1325764347844,-633.9660228464672
-628.2226939080758,-623.925892416458,-621.786849981303,,,,,,-431.1714309785465,-544.8762423237804,-551.5239851417857,-649.1389638531671,-633.9704791848739
-628.1852606654605,-623.9392614316778,-621.974016194379,,,,,,-431.10458590244787,-544.8294507705114,-551.6810710706175,-649.1263375610151,-633.9972172153131
-628.2267046126417,-623.9125234012383,-620.9713400529001,,,,,,-431.6393465112366,-544.9765099379283,-551.985216166866,-649.1248521148796,-633.9838482000936
-628.4285767424594,-623.8857853707989,-621.3724105094917,,,,,,-431.8398817395324,-545.2505747499324,-551.8548682684738,-649.1272288286965,-633.9749355232804
-628.4914111139922,-623.925892416458,-620.9713400529001,,,,,,-431.27169859269435,-545.0166169835874,-551.7579429081309,-649.1306453548083,-633.9838482000936
-628.593015629662,-623.925892416458,-621.2654583877339,,,,,,-431.03774082634925,-544.9698254303183,-551.6108837407139,-649.1324278901708,-633.9927608769067
-628.6224274631454,-623.9125234012383,-621.2253513420748,,,,,,-431.6059239731874,-544.9765099379282,-551.7479161467161,-649.1324278901709,-633.9927608769067
-628.6745666225023,-623.8991543860186,-621.2253513420748,,,,,,-431.4053887448916,-545.2773127803719,-552.0019274358906,-649.1331706132386,-633.9749355232804
-628.7480962062108,-623.8991543860186,-621.3456724790522,,,,,,-431.8064592014831,-544.7692902020226,-551.5640921874449,-649.1408949331434,-633.9793918616868
-628.8684173431883,-623.9392614316778,-621.3724105094917,,,,,,-431.00431828829994,-544.8495042933409,-551.5841457102745,-649.1293084532863,-634.0061298921263
-629.0769739806159,-623.8724163555792,-621.3323034638325,,,,,,-431.03774082634925,-545.3909494097395,-551.9618203902314,-649.1336162470793,-633.9660228464672
-629.1959582160714,-623.8991543860186,-621.3724105094917,,,,,,-430.8037830600042,-545.270628272762,-551.6743865630075,-649.1389638531671,-633.9883045385
-629.3884720352353,-623.9125234012383,-621.3857795247113,,,,,,-430.8706281361028,-544.8829268313903,-551.7980499537899,-649.1321308009439,-633.9838482000936
-629.7587937568215,-623.925892416458,-621.359041494272,,,,,,-431.53907889708876,-544.8428197857311,-551.5273273955906,-649.12737737331,-633.9704791848739
-630.1277785768857,-623.8857853707989,-621.3323034638325,,,,,,-431.4053887448915,-545.3909494097395,-551.7412316391061,-649.1331706132387,-633.9704791848736
-630.4847312832524,-623.8991543860186,-621.3857795247113,,,,,,-430.9374732122014,-544.7893437248522,-551.4838780961265,-649.1294569978998,-633.9749355232804
-630.6785820039382,-623.9125234012383,-621.3991485399312,,,,,,-431.07116336439856,-544.7826592172423,-551.6643598015928,-649.1275259179235,-633.9972172153131
-630.8189566637453,-623.925892416458,-621.3724105094917,,,,,,-430.8706281361028,-545.2572592575423,-551.8916330603281,-649.124406481039,-633.9883045385
-631.1050535894473,-623.925892416458,-621.3857795247113,,,,,,-431.0377408263493,-544.8695578161705,-551.6677020553977,-649.1235152133577,-633.9927608769066
-631.3697600907977,-623.8991543860186,-621.4125175551508,,,,,,-431.4053887448915,-545.2372057347127,-551.7078091010568,-649.1333191578522,-633.9883045385
-631.686605751505,-623.925892416458,-621.3724105094917,,,,,,-431.3385436687929,-545.0233014911972,-551.8715795374984,-649.124406481039,-633.9883045385
-631.7186913880323,-623.8991543860186,-620.8242808854832,,,,,,-430.9374732122014,-544.8762423237804,-551.6643598015928,-649.1346560593743,-633.979391861687
-631.543557288654,-623.925892416458,-620.2895202766944,,,,,,-431.0377408263493,-544.89629584661,-551.7111513548618,-649.1331706132386,-633.979391861687
-631.4245730531985,-623.8991543860186,-621.211982326855,,,,,,-430.87062813610277,-544.7559211868029,-551.3201076596849,-649.1293084532862,-633.9749355232802
-631.5529155993078,-623.8991543860186,-621.211982326855,,,,,,-431.10458590244787,-545.1703606586142,-551.657675293983,-649.1278230071507,-633.9883045385001
-631.6785843423731,-623.925892416458,-621.2654583877339,,,,,,-430.87062813610277,-544.89629584661,-551.4203752738329,-649.1251492041068,-633.9972172153131
-631.7561246306476,-623.9125234012383,-621.2253513420748,,,,,,-431.13800844049723,-544.6155465269958,-551.7044668472519,-649.1309424440354,-633.9838482000936
-631.8002423808726,-623.9392614316778,-619.9151878505422,,,,,,-431.2048535165958,-544.5687549737268,-551.7011245934469,-649.1276744625371,-633.9972172153131
-631.7962316763068,-623.925892416458,-619.928556865762,,,,,,-431.57250143513807,-545.0166169835874,-551.6008569792991,-649.1327249793981,-633.9972172153131
-631.9967669046025,-623.9125234012383,-619.9419258809818,,,,,,-431.67276904928593,-544.9364028922691,-551.6677020553977,-649.1235152133577,-634.0016735537197
-632.404521868804,-623.9392614316778,-619.9018188353226,,,,,,-431.6059239731873,-545.1369381205648,-551.6376217711534,-649.1301997209675,-633.9883045385
-632.6491748473247,-623.9125234012383,-620.6103766419677,,,,,,-431.7730366634338,-544.6088620193859,-551.4805358423216,-649.1297540871269,-633.9883045385
-633.0916892510975,-623.8991543860186,-620.5569005810888,,,,,,-432.0069944297789,-545.0500395216367,-551.891633060328,-649.1340618809198,-633.9660228464672
-632.9473038867246,-623.8991543860186,-620.5836386115282,,,,,,-431.672769049286,-545.0166169835874,-551.744573892911,-649.1300511763542,-634.0016735537197
-633.1384808043666,-623.9125234012383,-620.5569005810888,,,,,,-431.57250143513807,-545.3708958869099,-551.9852161668659,-649.1282686409913,-633.9972172153131
-633.1799247515477,-623.9526304468975,-620.5836386115282,,,,,,-431.50565635903945,-545.3909494097395,-551.8147612228146,-649.1282686409913,-634.0061298921263
-633.6317974659742,-623.925892416458,-620.6103766419677,,,,,,-432.57517757661697,-544.9029803542197,-551.7713119233505,-649.1224754010628,-634.0016735537197
